# Helios characterization  mode=driphold  started=20260602_181750
# charge=30.0s = 50.0 mL @ 1.667 mL/s   target_rh=80.0%
# notes=
elapsed_s,phase,puck_f,chamber_f,chamber_rh,column_f,column_rh,pressure_pa,weight_g
31.0,PREHEAT,101.3,80.0,49.3,79.5,56.9,-0.17,-1.128
32.0,PREHEAT,101.8,80.0,49.4,79.4,56.9,-0.1,-1.128
33.0,PREHEAT,102.7,80.0,49.5,79.5,56.9,-0.25,-1.128
34.0,PREHEAT,102.7,80.0,49.6,79.5,56.9,-0.1,-1.128
35.0,PREHEAT,103.1,80.0,49.6,79.4,56.9,0.05,-1.128
36.0,PREHEAT,102.7,80.0,49.7,79.4,57.1,-0.17,-1.128
37.0,PREHEAT,104.0,80.0,49.7,79.4,57.2,-0.18,-1.128
38.0,PREHEAT,104.0,80.0,49.7,79.4,57.3,-0.03,-1.128
39.0,PREHEAT,104.0,80.0,49.8,79.4,57.2,-0.17,-1.128
40.0,PREHEAT,104.5,80.0,49.8,79.4,57.3,-0.13,-1.128
41.0,PREHEAT,105.3,80.0,49.9,79.4,57.3,-0.13,-1.128
42.0,PREHEAT,105.3,80.0,49.9,79.3,57.3,0.03,-1.128
43.0,PREHEAT,105.3,80.0,49.9,79.2,57.4,-0.13,-1.128
44.0,PREHEAT,106.2,80.0,49.9,79.3,57.5,0.17,-1.128
45.0,PREHEAT,106.2,79.9,49.9,79.3,57.5,-0.2,-1.128
46.0,PREHEAT,107.2,80.0,50.0,79.3,57.5,-0.08,-1.128
47.0,PREHEAT,106.7,79.9,50.0,79.3,57.6,-0.03,-1.128
48.0,PREHEAT,106.7,80.0,50.0,79.3,57.5,-0.22,-1.128
49.0,PREHEAT,108.0,80.0,50.1,79.3,57.6,0.03,-1.128
50.0,PREHEAT,108.0,79.9,50.1,79.2,57.6,-0.33,-1.128
51.0,PREHEAT,108.0,79.9,50.2,79.3,57.7,-0.2,-1.128
52.0,PREHEAT,108.5,79.9,50.2,79.2,57.8,-0.25,-1.128
53.0,PREHEAT,108.5,80.0,50.2,79.2,57.9,-0.05,-1.128
54.0,PREHEAT,109.8,80.0,50.3,79.2,57.9,-0.25,-1.128
55.0,PREHEAT,109.8,80.0,50.3,79.2,57.9,-0.25,-1.128
56.0,PREHEAT,109.8,79.9,50.3,79.2,57.9,-0.08,-1.128
57.0,PREHEAT,110.3,79.9,50.3,79.1,58.0,-0.02,-1.128
58.0,PREHEAT,109.8,79.9,50.4,79.1,58.1,-0.05,-1.128
59.0,PREHEAT,110.8,79.9,50.4,79.2,58.1,-0.08,-1.128
60.0,PREHEAT,110.3,79.9,50.5,79.2,58.0,-0.13,-1.128
61.0,PREHEAT,110.8,79.9,50.4,79.2,58.0,-0.2,-1.128
62.0,PREHEAT,111.2,79.9,50.5,79.1,58.1,-0.08,-1.128
63.0,PREHEAT,111.7,79.9,50.5,79.0,58.2,-0.08,-1.128
64.0,PREHEAT,112.5,79.9,50.6,79.1,58.2,-0.05,-1.128
65.0,PREHEAT,112.1,79.9,50.6,79.1,58.3,0.02,-1.128
66.0,PREHEAT,113.9,79.9,50.6,79.1,58.3,-0.15,-1.128
67.0,PREHEAT,113.9,79.9,50.6,79.0,58.4,-0.17,-1.128
68.0,PREHEAT,113.0,79.9,50.6,79.0,58.4,-0.17,-1.128
69.0,PREHEAT,113.0,79.9,50.6,79.0,58.4,-0.33,-1.128
70.0,PREHEAT,113.0,79.9,50.7,79.0,58.5,-0.22,-1.128
71.0,PREHEAT,113.5,79.9,50.7,79.0,58.5,-0.32,-1.128
72.0,PREHEAT,113.9,79.9,50.7,79.0,58.5,-0.03,-1.128
73.0,PREHEAT,114.3,79.9,50.7,79.0,58.5,-0.15,-1.128
74.0,PREHEAT,114.8,79.9,50.8,79.0,58.6,-0.07,-1.128
75.0,PREHEAT,114.8,79.9,50.8,78.9,58.6,-0.03,-1.128
76.0,PREHEAT,115.2,79.9,50.8,78.9,58.6,-0.15,-1.128
77.0,PREHEAT,116.2,79.9,50.8,78.9,58.7,-0.12,-1.128
78.0,PREHEAT,115.7,79.9,50.8,78.8,58.7,-0.02,-1.128
79.0,PREHEAT,117.0,79.8,50.8,78.9,58.8,-0.23,-1.128
80.0,PREHEAT,117.0,79.9,50.8,78.9,58.7,-0.08,-1.128
81.0,PREHEAT,117.0,79.9,50.9,78.9,58.8,-0.1,-1.128
82.0,PREHEAT,117.0,79.9,50.9,78.9,58.8,-0.1,-1.128
83.0,PREHEAT,117.0,79.9,50.9,78.8,58.9,-0.03,-1.128
84.0,PREHEAT,117.0,79.9,50.9,78.8,58.9,-0.27,-1.128
85.0,PREHEAT,118.0,79.9,50.9,78.8,59.0,-0.07,-1.128
86.0,PREHEAT,117.5,79.9,50.9,78.8,58.9,-0.17,-1.128
87.0,PREHEAT,118.0,79.9,51.0,78.8,59.0,-0.08,-1.128
88.0,PREHEAT,119.3,79.8,50.9,78.7,59.1,-0.15,-1.128
89.0,PREHEAT,119.3,79.9,51.0,78.7,59.1,-0.48,-1.128
90.0,PREHEAT,118.8,79.9,51.0,78.7,59.1,-0.13,-1.128
91.0,PREHEAT,119.3,79.8,51.0,78.7,59.1,0.05,-1.128
92.0,PREHEAT,120.2,79.9,51.0,78.8,59.1,-0.13,-1.128
93.0,PREHEAT,120.2,79.8,51.0,78.7,59.1,-0.1,-1.128
94.0,PREHEAT,121.5,79.9,51.0,78.7,59.1,-0.15,-1.128
95.0,PREHEAT,122.0,79.8,51.1,78.7,59.1,-0.15,-1.128
96.0,PREHEAT,122.0,79.8,51.1,78.6,59.2,-0.15,-1.128
97.0,PREHEAT,121.5,79.8,51.1,78.7,59.3,-0.15,-1.128
98.0,PREHEAT,122.5,79.8,51.1,78.7,59.2,-0.27,-1.128
99.0,PREHEAT,122.0,79.8,51.1,78.6,59.4,0.03,-1.128
100.0,PREHEAT,122.9,79.8,51.1,78.7,59.4,-0.15,-1.128
101.0,PREHEAT,122.9,79.8,51.1,78.7,59.4,-0.13,-1.128
102.0,PREHEAT,123.8,79.9,51.1,78.7,59.3,-0.07,-1.128
103.0,PREHEAT,122.9,79.8,51.2,78.6,59.4,-0.13,-1.128
104.0,PREHEAT,123.3,79.8,51.2,78.5,59.4,-0.05,-1.128
105.0,PREHEAT,125.2,79.8,51.2,78.6,59.5,-0.07,-1.128
106.0,PREHEAT,124.7,79.8,51.2,78.5,59.6,-0.2,-1.128
107.0,PREHEAT,124.7,79.8,51.2,78.5,59.6,-0.13,-1.128
108.0,PREHEAT,125.2,79.8,51.2,78.6,59.6,-0.12,-1.128
109.0,PREHEAT,125.2,79.8,51.2,78.6,59.6,-0.12,-1.128
110.0,PREHEAT,125.2,79.8,51.3,78.6,59.6,-0.12,-1.128
111.0,PREHEAT,125.2,79.8,51.3,78.5,59.6,-0.08,-1.128
112.0,PREHEAT,125.2,79.8,51.3,78.6,59.6,-0.07,-1.128
113.0,PREHEAT,127.0,79.8,51.3,78.6,59.7,-0.15,-1.128
114.0,PREHEAT,127.0,79.8,51.3,78.5,59.6,-0.22,-1.128
115.1,PREHEAT,127.0,79.8,51.3,78.6,59.7,-0.1,-1.128
116.1,PREHEAT,126.5,79.8,51.3,78.6,59.7,-0.18,-1.128
117.1,PREHEAT,127.8,79.8,51.3,78.6,59.6,-0.22,-1.128
118.1,PREHEAT,127.8,79.8,51.3,78.6,59.7,-0.08,-1.128
119.1,PREHEAT,127.4,79.8,51.4,78.7,59.7,-0.22,-1.128
120.1,PREHEAT,129.2,79.8,51.4,78.5,59.7,-0.18,-1.128
121.1,PREHEAT,129.2,79.8,51.4,78.5,59.8,-0.12,-1.128
122.1,PREHEAT,129.7,79.8,51.4,78.5,59.8,-0.12,-1.128
123.1,PREHEAT,129.7,79.8,51.4,78.5,59.8,-0.2,-1.128
124.1,PREHEAT,130.1,79.8,51.5,78.5,59.9,-0.13,-1.128
125.1,PREHEAT,129.2,79.8,51.5,78.4,59.9,-0.25,-1.128
126.1,PREHEAT,130.1,79.8,51.5,78.5,60.0,-0.25,-1.128
127.1,PREHEAT,130.6,79.8,51.5,78.4,60.1,-0.25,-1.128
128.1,PREHEAT,131.0,79.8,51.5,78.5,60.0,0.02,-1.128
129.1,PREHEAT,131.0,79.8,51.6,78.4,60.1,0.02,-1.128
130.1,PREHEAT,132.3,79.8,51.5,78.4,60.1,-0.18,-1.128
131.1,PREHEAT,131.9,79.8,51.5,78.4,60.1,-0.22,-1.128
132.1,PREHEAT,132.3,79.8,51.5,78.4,60.2,-0.07,-1.128
133.1,PREHEAT,132.3,79.8,51.6,78.3,60.2,-0.13,-1.128
134.1,PREHEAT,133.2,79.8,51.6,78.3,60.3,-0.25,-1.128
135.1,PREHEAT,133.2,79.8,51.6,78.4,60.2,-0.07,-1.128
136.1,PREHEAT,133.7,79.8,51.6,78.4,60.2,-0.07,-1.128
137.1,PREHEAT,133.7,79.8,51.6,78.4,60.3,-0.15,-1.128
138.1,PREHEAT,133.7,79.8,51.6,78.3,60.2,-0.15,-1.128
139.1,PREHEAT,134.2,79.8,51.6,78.2,60.3,0.03,-1.128
140.1,PREHEAT,134.6,79.8,51.7,78.4,60.3,-0.38,-1.128
141.1,PREHEAT,135.1,79.8,51.7,78.4,60.2,-0.15,-1.128
142.1,PREHEAT,135.1,79.8,51.7,78.4,60.2,-0.13,-1.128
143.1,PREHEAT,135.5,79.8,51.7,78.4,60.3,-0.15,-1.128
144.1,PREHEAT,135.5,79.8,51.7,78.4,60.2,0.03,-1.128
145.1,PREHEAT,136.4,79.8,51.7,78.3,60.3,-0.17,-1.128
146.1,PREHEAT,136.4,79.8,51.7,78.3,60.3,-0.2,-1.128
147.1,PREHEAT,136.4,79.8,51.7,78.2,60.4,-0.1,-1.128
148.1,PREHEAT,136.8,79.8,51.7,78.3,60.4,0.03,-1.128
149.1,PREHEAT,136.8,79.8,51.8,78.3,60.4,0.03,-1.128
150.1,PREHEAT,136.8,79.8,51.8,78.3,60.4,-0.25,-1.128
151.1,PREHEAT,137.3,79.8,51.8,78.2,60.4,-0.38,-1.128
152.1,PREHEAT,137.3,79.8,51.8,78.4,60.5,-0.23,-1.128
153.1,PREHEAT,137.3,79.8,51.8,78.3,60.3,-0.02,-1.128
154.1,PREHEAT,137.3,79.8,51.8,78.3,60.4,0.02,-1.128
155.1,PREHEAT,138.2,79.8,51.8,78.3,60.4,-0.12,-1.128
156.1,PREHEAT,138.2,79.8,51.8,78.3,60.6,-0.12,-1.128
157.1,PREHEAT,139.6,79.8,51.8,78.3,60.5,-0.1,-1.128
158.1,PREHEAT,139.6,79.8,51.8,78.3,60.5,0.05,-1.128
159.1,PREHEAT,139.1,79.8,51.9,78.2,60.7,-0.05,-1.128
160.1,PREHEAT,140.4,79.8,51.9,78.2,60.7,-0.07,-1.128
161.1,PREHEAT,140.4,79.7,51.9,78.2,60.7,-0.2,-1.128
162.1,PREHEAT,140.0,79.8,51.9,78.2,60.7,-0.25,-1.128
163.1,PREHEAT,140.4,79.8,52.0,78.2,60.7,-0.25,-1.128
164.1,PREHEAT,140.4,79.8,52.0,78.2,60.6,-0.13,-1.128
165.1,PREHEAT,140.4,79.8,52.0,78.1,60.7,-0.27,-1.128
166.1,PREHEAT,141.3,79.8,51.9,78.1,60.8,-0.23,-1.128
167.1,PREHEAT,141.3,79.8,51.9,78.2,60.8,-0.15,-1.128
168.1,PREHEAT,142.2,79.8,51.9,78.2,60.7,-0.18,-1.128
169.1,PREHEAT,142.2,79.8,51.9,78.1,60.7,-0.2,-1.128
170.1,PREHEAT,142.7,79.8,52.0,78.1,60.9,-0.13,-1.128
171.1,PREHEAT,142.7,79.8,52.0,78.0,60.9,0.03,-1.128
172.1,PREHEAT,143.2,79.8,52.0,78.2,61.0,-0.13,-1.128
173.1,PREHEAT,143.2,79.8,52.0,78.1,61.0,-0.08,-1.128
174.1,PREHEAT,144.1,79.7,52.0,78.1,60.9,-0.08,-1.128
175.1,PREHEAT,144.1,79.7,52.0,78.1,60.9,-0.15,-1.128
176.1,PREHEAT,144.5,79.7,52.1,78.0,61.0,-0.15,-1.128
177.1,PREHEAT,144.5,79.7,52.1,78.0,61.0,-0.18,-1.128
178.1,PREHEAT,144.9,79.8,52.1,78.1,60.9,-0.12,-1.128
179.1,PREHEAT,144.5,79.8,52.0,78.1,61.0,-0.03,-1.128
180.1,PREHEAT,144.9,79.7,52.1,78.0,61.0,-0.08,-1.128
181.1,PREHEAT,144.9,79.8,52.1,78.0,61.1,-0.03,-1.128
182.1,PREHEAT,145.8,79.8,52.1,78.0,61.1,-0.18,-1.128
183.1,PREHEAT,145.8,79.8,52.1,78.1,61.1,-0.1,-1.128
184.1,PREHEAT,145.8,79.7,52.1,78.1,61.0,-0.23,-1.128
185.1,PREHEAT,146.8,79.8,52.1,78.2,61.1,-0.2,-1.128
186.1,PREHEAT,146.8,79.7,52.1,78.1,61.0,-0.17,-1.128
187.1,PREHEAT,147.7,79.8,52.1,78.1,61.1,-0.3,-1.128
188.1,PREHEAT,147.7,79.8,52.2,78.0,61.2,-0.22,-1.128
189.1,PREHEAT,147.7,79.7,52.2,78.1,61.2,-0.07,-1.128
190.1,PREHEAT,148.1,79.8,52.2,78.1,61.2,-0.07,-1.128
191.1,PREHEAT,148.1,79.8,52.2,78.0,61.2,-0.08,-1.128
192.1,PREHEAT,148.1,79.8,52.2,78.0,61.2,-0.2,-1.128
193.1,PREHEAT,148.6,79.8,52.2,77.9,61.3,-0.52,-1.128
194.1,PREHEAT,148.6,79.7,52.2,78.1,61.3,0.08,-1.128
195.1,PREHEAT,149.0,79.8,52.2,78.0,61.3,-0.18,-1.128
196.1,PREHEAT,149.0,79.8,52.3,77.9,61.4,-0.13,-1.128
197.1,PREHEAT,149.0,79.7,52.2,77.9,61.4,-0.1,-1.128
198.1,PREHEAT,149.0,79.8,52.3,78.0,61.4,-0.18,-1.128
199.1,PREHEAT,149.9,79.8,52.3,78.0,61.4,-0.2,-1.128
200.1,PREHEAT,150.3,79.8,52.3,78.0,61.5,-0.13,-1.128
201.1,PREHEAT,150.8,79.7,52.3,78.0,61.4,-0.17,-1.128
202.1,PREHEAT,150.8,79.8,52.3,78.0,61.4,-0.13,-1.128
203.1,PREHEAT,151.2,79.7,52.3,77.9,61.4,-0.15,-1.128
204.1,PREHEAT,151.2,79.7,52.3,77.9,61.4,-0.15,-1.128
205.1,PREHEAT,151.2,79.8,52.3,77.9,61.5,0.02,-1.128
206.1,PREHEAT,151.2,79.8,52.3,77.9,61.6,0.0,-1.128
207.1,PREHEAT,152.2,79.8,52.3,77.9,61.6,0.0,-1.128
208.1,PREHEAT,153.1,79.7,52.3,77.9,61.6,-0.18,-1.128
209.1,PREHEAT,152.6,79.8,52.3,77.9,61.6,-0.03,-1.128
210.1,PREHEAT,152.6,79.8,52.4,78.0,61.5,-0.02,-1.128
211.1,PREHEAT,153.1,79.8,52.4,77.8,61.6,-0.08,-1.128
212.1,PREHEAT,153.5,79.7,52.4,77.8,61.7,-0.05,-1.128
213.1,PREHEAT,153.5,79.8,52.4,77.8,61.8,0.03,-1.128
214.1,PREHEAT,153.9,79.8,52.4,77.8,61.9,-0.18,-1.128
215.1,PREHEAT,153.9,79.8,52.4,77.9,61.8,-0.05,-1.128
216.1,PREHEAT,154.4,79.8,52.4,77.8,61.8,0.1,-1.128
217.1,PREHEAT,154.8,79.8,52.4,77.8,61.8,0.1,-1.128
218.1,PREHEAT,154.8,79.8,52.4,77.8,61.8,-0.07,-1.128
219.1,PREHEAT,154.8,79.8,52.4,77.8,61.8,0.15,-1.128
220.1,PREHEAT,154.8,79.8,52.4,77.9,61.8,0.0,-1.128
221.1,PREHEAT,155.3,79.8,52.4,77.9,61.7,-0.07,-1.128
222.1,PREHEAT,155.3,79.8,52.4,77.9,61.7,0.07,-1.128
223.1,PREHEAT,155.3,79.8,52.5,77.9,61.8,-0.27,-1.128
224.1,PREHEAT,156.2,79.8,52.5,78.0,61.7,-0.07,-1.128
225.1,PREHEAT,156.7,79.8,52.5,77.9,61.6,-0.18,-1.128
226.1,PREHEAT,156.7,79.7,52.5,78.0,61.7,-0.25,-1.128
227.1,PREHEAT,156.7,79.8,52.5,78.0,61.7,0.0,-1.128
228.1,PREHEAT,156.7,79.7,52.5,77.9,61.7,-0.2,-1.128
229.1,PREHEAT,157.6,79.8,52.5,77.9,61.8,-0.08,-1.128
230.1,PREHEAT,157.6,79.8,52.5,77.9,61.8,0.15,-1.128
231.1,PREHEAT,157.6,79.8,52.5,77.9,61.8,0.15,-1.128
232.1,PREHEAT,157.6,79.8,52.5,77.8,61.8,-0.23,-1.128
233.1,PREHEAT,158.0,79.8,52.6,77.9,61.9,-0.1,-1.128
234.1,PREHEAT,158.4,79.8,52.6,77.8,61.9,-0.33,-1.128
235.1,PREHEAT,158.4,79.8,52.5,77.8,61.9,-0.23,-1.128
236.1,PREHEAT,158.9,79.8,52.6,77.9,62.0,-0.22,-1.128
237.1,PREHEAT,159.3,79.8,52.6,77.7,62.0,-0.08,-1.128
238.1,PREHEAT,159.3,79.8,52.6,77.8,62.1,0.0,-1.128
239.1,PREHEAT,159.8,79.8,52.6,77.8,62.0,-0.12,-1.128
240.1,PREHEAT,159.8,79.8,52.6,77.8,62.1,-0.23,-1.128
241.1,PREHEAT,159.8,79.8,52.6,77.8,62.0,-0.1,-1.128
242.1,PREHEAT,160.2,79.8,52.6,77.9,62.0,-0.25,-1.128
243.1,PREHEAT,160.7,79.7,52.7,77.8,62.0,-0.15,-1.128
244.1,PREHEAT,160.7,79.7,52.7,77.8,62.0,-0.15,-1.128
245.1,PREHEAT,160.7,79.7,52.7,77.8,62.1,-0.18,-1.128
246.1,PREHEAT,160.7,79.8,52.7,77.8,62.1,-0.15,-1.128
247.1,PREHEAT,161.2,79.8,52.7,77.8,62.1,-0.3,-1.128
248.1,PREHEAT,161.2,79.8,52.8,77.8,62.0,-0.07,-1.128
249.1,PREHEAT,161.2,79.8,52.7,77.8,62.1,0.0,-1.128
250.1,PREHEAT,161.2,79.7,52.7,77.7,62.1,-0.05,-1.128
251.1,PREHEAT,162.5,79.8,52.7,77.7,62.2,-0.25,-1.128
252.1,PREHEAT,162.5,79.8,52.8,77.8,62.2,-0.15,-1.128
253.1,PREHEAT,162.5,79.8,52.8,77.8,62.2,-0.1,-1.128
254.1,PREHEAT,162.9,79.7,52.8,77.7,62.2,0.0,-1.128
255.1,PREHEAT,163.4,79.8,52.8,77.7,62.3,-0.3,-1.128
256.1,PREHEAT,163.4,79.8,52.8,77.7,62.3,-0.08,-1.128
257.1,PREHEAT,163.8,79.8,52.8,77.8,62.3,-0.18,-1.128
258.1,PREHEAT,164.3,79.8,52.8,77.8,62.3,-0.18,-1.128
259.1,PREHEAT,164.3,79.8,52.8,77.8,62.4,-0.22,-1.128
260.1,PREHEAT,164.3,79.8,52.8,77.7,62.4,-0.18,-1.128
261.1,PREHEAT,164.8,79.8,52.8,77.8,62.4,-0.07,-1.128
262.1,PREHEAT,164.8,79.8,52.8,77.7,62.3,-0.15,-1.128
263.1,PREHEAT,165.2,79.8,52.9,77.8,62.3,-0.25,-1.128
264.1,PREHEAT,165.7,79.8,52.8,77.8,62.4,-0.1,-1.128
265.1,PREHEAT,165.7,79.8,52.8,77.7,62.3,-0.17,-1.128
266.1,PREHEAT,165.7,79.8,52.8,77.7,62.3,0.05,-1.128
267.1,PREHEAT,165.7,79.8,52.8,77.8,62.3,0.02,-1.128
268.1,PREHEAT,166.6,79.8,52.9,77.8,62.3,-0.12,-1.128
269.1,PREHEAT,166.6,79.8,52.9,77.8,62.4,-0.17,-1.128
270.1,PREHEAT,166.6,79.8,52.9,77.8,62.4,-0.25,-1.128
271.1,PREHEAT,167.0,79.8,52.9,77.8,62.4,-0.25,-1.128
272.1,PREHEAT,167.0,79.8,52.9,77.8,62.3,-0.13,-1.128
273.1,PREHEAT,166.6,79.7,52.9,77.8,62.4,-0.13,-1.128
274.1,PREHEAT,166.6,79.8,52.9,77.7,62.3,-0.12,-1.128
275.1,PREHEAT,167.9,79.8,52.9,77.8,62.3,-0.13,-1.128
276.1,PREHEAT,167.4,79.8,52.9,77.7,62.4,-0.05,-1.128
277.1,PREHEAT,167.4,79.8,53.0,77.7,62.5,-0.08,-1.128
278.1,PREHEAT,167.9,79.8,53.0,77.7,62.6,-0.25,-1.128
279.1,PREHEAT,168.3,79.8,53.0,77.7,62.6,-0.22,-1.128
280.1,PREHEAT,168.3,79.8,53.0,77.7,62.7,-0.07,-1.128
281.1,PREHEAT,168.3,79.8,53.0,77.6,62.6,-0.07,-1.128
282.1,PREHEAT,169.7,79.8,53.0,77.6,62.8,-0.13,-1.128
283.1,PREHEAT,169.7,79.8,53.0,77.7,62.8,-0.1,-1.128
284.1,PREHEAT,169.2,79.8,53.1,77.6,62.8,-0.08,-1.128
285.1,PREHEAT,169.2,79.8,53.1,77.6,62.8,-0.08,-1.128
286.1,PREHEAT,169.2,79.8,53.1,77.7,62.8,-0.15,-1.128
287.1,PREHEAT,169.2,79.8,53.1,77.7,62.7,-0.2,-1.128
288.1,PREHEAT,170.2,79.8,53.1,77.5,62.9,-0.2,-1.128
289.1,PREHEAT,170.2,79.8,53.1,77.5,62.8,-0.1,-1.128
290.1,PREHEAT,170.6,79.8,53.1,77.6,62.9,-0.22,-1.128
291.1,PREHEAT,170.2,79.8,53.1,77.5,62.9,-0.13,-1.128
292.1,PREHEAT,171.1,79.8,53.1,77.6,63.0,-0.23,-1.128
293.1,PREHEAT,171.1,79.8,53.1,77.6,63.0,-0.07,-1.128
294.1,PREHEAT,171.1,79.8,53.1,77.5,63.0,-0.25,-1.128
295.1,PREHEAT,171.5,79.8,53.2,77.5,63.1,-0.12,-1.128
296.1,PREHEAT,171.5,79.8,53.2,77.5,63.1,-0.18,-1.128
297.1,PREHEAT,171.9,79.8,53.2,77.5,63.1,0.03,-1.128
298.1,PREHEAT,171.5,79.8,53.2,77.5,63.1,0.03,-1.128
299.1,PREHEAT,171.5,79.8,53.2,77.4,63.1,-0.03,-1.128
300.1,PREHEAT,172.4,79.9,53.3,77.5,63.2,-0.15,-1.128
301.1,PREHEAT,172.8,79.9,53.2,77.6,63.1,0.0,-1.128
302.1,PREHEAT,173.3,79.8,53.2,77.5,63.2,0.0,-1.128
303.1,PREHEAT,172.8,79.8,53.3,77.5,63.1,-0.15,-1.128
304.1,PREHEAT,172.8,79.9,53.2,77.6,63.1,-0.15,-1.128
305.1,PREHEAT,172.8,79.9,53.2,77.5,63.0,-0.07,-1.128
306.1,PREHEAT,173.3,79.8,53.3,77.5,63.1,-0.2,-1.128
307.1,PREHEAT,173.3,79.9,53.3,77.6,63.1,-0.22,-1.128
308.1,PREHEAT,173.8,79.8,53.2,77.6,63.0,-0.05,-1.128
309.1,PREHEAT,174.2,79.9,53.2,77.6,63.1,-0.18,-1.128
310.1,PREHEAT,174.7,79.8,53.3,77.6,63.1,-0.08,-1.128
311.1,PREHEAT,174.2,79.8,53.3,77.6,63.1,-0.12,-1.128
312.1,PREHEAT,174.7,79.8,53.3,77.6,63.1,-0.12,-1.128
313.1,PREHEAT,174.7,79.8,53.3,77.6,63.1,-0.12,-1.128
314.1,PREHEAT,174.7,79.9,53.3,77.6,63.1,-0.1,-1.128
315.1,PREHEAT,174.7,79.9,53.3,77.6,63.1,-0.1,-1.128
316.1,PREHEAT,174.7,79.8,53.3,77.6,63.2,-0.05,-1.128
317.1,PREHEAT,175.1,79.8,53.4,77.6,63.2,-0.17,-1.128
318.1,PREHEAT,175.1,79.9,53.4,77.6,63.2,-0.2,-1.128
319.1,PREHEAT,175.6,79.9,53.4,77.6,63.2,-0.15,-1.128
320.1,PREHEAT,176.0,79.9,53.4,77.7,63.3,-0.03,-1.128
321.1,PREHEAT,176.0,79.8,53.5,77.6,63.3,-0.05,-1.128
322.1,PREHEAT,176.0,79.9,53.5,77.5,63.3,-0.13,-1.128
323.1,PREHEAT,176.4,79.8,53.5,77.6,63.4,-0.13,-1.128
324.1,PREHEAT,176.4,79.9,53.5,77.6,63.4,-0.12,-1.128
325.1,PREHEAT,176.4,79.8,53.5,77.5,63.4,-0.12,-1.128
326.1,PREHEAT,176.4,79.8,53.5,77.5,63.4,-0.27,-1.128
327.1,PREHEAT,176.9,79.8,53.5,77.5,63.4,-0.1,-1.128
328.1,PREHEAT,177.3,79.9,53.6,77.5,63.5,-0.22,-1.128
329.1,PREHEAT,177.8,79.8,53.6,77.6,63.6,-0.2,-1.128
330.1,PREHEAT,177.8,79.8,53.6,77.5,63.6,-0.08,-1.128
331.1,PREHEAT,179.2,79.9,53.6,77.5,63.6,-0.07,-1.128
332.1,PREHEAT,179.2,79.8,53.6,77.5,63.6,-0.02,-1.128
333.1,PREHEAT,182.3,79.9,53.7,77.5,63.8,-0.13,-1.128
334.1,PREHEAT,183.2,79.9,53.7,77.5,63.8,-0.22,-1.128
335.1,PREHEAT,183.7,79.8,53.7,77.6,63.7,-0.18,-1.128
