# Helios characterization  mode=driphold  started=20260602_181750
# charge=30.0s = 50.0 mL @ 1.667 mL/s   target_rh=80.0%
# notes=
elapsed_s,phase,puck_f,chamber_f,chamber_rh,column_f,column_rh,pressure_pa,weight_g
886.6,HOLD,217.4,81.7,82.6,78.4,97.2,-0.07,-1.166
887.6,HOLD,217.4,81.7,82.6,78.3,97.5,-0.1,-1.166
888.6,HOLD,216.9,81.7,82.5,78.3,97.7,0.0,-1.166
889.6,HOLD,217.4,81.7,82.5,78.4,97.8,-0.18,-1.166
890.6,HOLD,217.8,81.8,82.5,78.4,97.8,-0.13,-1.166
891.6,HOLD,217.4,81.8,82.5,78.3,97.9,-0.22,-1.166
892.6,HOLD,217.8,81.7,82.5,78.3,98.0,-0.23,-1.166
893.6,HOLD,218.3,81.8,82.6,78.3,97.9,-0.12,-1.166
894.6,HOLD,218.3,81.7,82.6,78.3,97.9,-0.28,-1.166
895.6,HOLD,218.3,81.8,82.7,78.3,97.7,-0.13,-1.166
896.6,HOLD,218.3,81.7,82.9,78.4,97.9,0.0,-1.166
897.6,HOLD,218.8,81.7,82.8,78.3,97.9,0.03,-1.166
898.6,HOLD,219.2,81.7,82.7,78.3,97.9,-0.03,-1.166
899.6,HOLD,219.2,81.8,82.8,78.3,98.0,-0.22,-1.166
900.6,HOLD,219.2,81.8,82.8,78.3,98.0,-0.22,-1.166
901.6,HOLD,219.2,81.8,82.9,78.4,97.8,-0.12,-1.166
902.6,HOLD,219.7,81.8,82.9,78.5,97.6,-0.33,-1.166
903.6,HOLD,220.1,81.8,82.9,78.4,97.4,-0.13,-1.166
904.6,HOLD,220.1,81.8,82.9,78.5,97.2,0.07,-1.166
905.6,HOLD,220.1,81.8,82.9,78.5,97.4,-0.12,-1.166
906.6,HOLD,220.6,81.8,82.8,78.4,97.6,0.0,-1.166
907.6,HOLD,220.6,81.8,82.8,78.4,97.8,-0.08,-1.166
908.6,HOLD,220.6,81.8,82.8,78.3,97.8,-0.18,-1.166
909.6,HOLD,220.6,81.8,82.8,78.4,97.8,-0.15,-1.166
910.6,HOLD,221.0,81.8,82.7,78.4,97.8,0.05,-1.166
911.6,HOLD,221.0,81.8,82.8,78.4,97.9,-0.2,-1.166
912.6,HOLD,221.0,81.8,82.7,78.4,97.9,-0.1,-1.166
913.6,HOLD,221.4,81.8,82.7,78.4,97.9,-0.1,-1.166
914.6,HOLD,221.4,81.8,82.7,78.3,98.1,-0.1,-1.166
915.6,HOLD,221.4,81.8,82.6,78.3,98.3,-0.23,-1.166
916.6,HOLD,221.4,81.8,82.7,78.4,98.1,-0.18,-1.166
917.6,HOLD,222.3,81.8,82.8,78.4,97.7,0.0,-1.166
918.6,HOLD,222.3,81.8,82.8,78.4,97.9,0.1,-1.166
919.6,HOLD,221.9,81.8,82.7,78.3,98.0,-0.1,-1.166
920.6,HOLD,222.3,81.8,82.8,78.3,98.1,-0.03,-1.166
921.6,HOLD,222.8,81.8,82.8,78.4,98.1,-0.2,-1.166
922.6,HOLD,222.3,81.9,82.8,78.5,98.0,0.07,-1.166
923.6,HOLD,222.8,81.9,82.8,78.5,97.8,-0.08,-1.166
924.6,HOLD,222.8,81.9,82.9,78.5,97.7,-0.08,-1.166
925.6,HOLD,223.2,81.9,82.9,78.4,97.5,0.02,-1.166
926.6,HOLD,223.7,81.8,82.9,78.5,97.6,-0.18,-1.166
927.6,HOLD,223.2,81.8,82.9,78.5,97.6,-0.18,-1.166
928.6,HOLD,223.2,81.8,83.0,78.4,97.7,-0.22,-1.166
929.6,HOLD,223.7,81.9,82.9,78.4,97.8,-0.05,-1.166
930.6,HOLD,223.7,81.8,82.8,78.4,97.9,-0.05,-1.166
931.6,HOLD,223.7,81.8,82.8,78.4,97.9,-0.1,-1.166
932.6,HOLD,224.2,81.8,82.8,78.4,98.0,0.08,-1.166
933.6,HOLD,224.2,81.8,82.8,78.3,98.2,-0.02,-1.166
934.6,HOLD,224.6,81.8,82.8,78.5,98.2,-0.25,-1.166
935.6,HOLD,224.6,81.9,82.8,78.4,98.1,-0.12,-1.166
936.6,HOLD,225.1,81.9,82.7,78.5,98.2,-0.28,-1.166
937.6,HOLD,224.6,81.9,82.8,78.4,98.2,-0.1,-1.166
938.6,HOLD,225.1,81.9,82.8,78.4,98.2,-0.23,-1.166
939.6,HOLD,225.5,81.9,82.9,78.4,98.2,-0.15,-1.166
940.6,HOLD,225.1,81.9,82.8,78.4,98.2,-0.15,-1.166
941.6,HOLD,225.1,81.9,82.8,78.4,98.3,-0.1,-1.166
942.6,HOLD,225.5,81.9,82.8,78.4,98.4,-0.12,-1.166
943.6,HOLD,225.5,81.9,82.8,78.5,98.3,-0.08,-1.166
944.6,HOLD,225.5,81.9,82.8,78.5,98.2,-0.22,-1.166
945.6,HOLD,226.4,81.9,82.9,78.4,98.3,-0.12,-1.166
946.6,HOLD,226.4,81.9,83.0,78.4,98.4,-0.28,-1.166
947.6,HOLD,225.9,81.9,83.1,78.4,98.6,-0.12,-1.166
948.6,HOLD,226.4,81.9,83.0,78.4,98.7,-0.08,-1.166
949.6,HOLD,226.4,81.9,82.9,78.4,98.7,-0.17,-1.166
950.6,HOLD,226.4,81.9,82.9,78.5,98.6,-0.17,-1.166
951.6,HOLD,226.4,81.9,82.9,78.5,98.4,-0.12,-1.166
952.6,HOLD,227.3,81.9,82.9,78.5,98.3,-0.12,-1.166
953.6,HOLD,226.8,81.8,82.9,78.5,98.3,-0.12,-1.166
954.6,HOLD,227.3,81.8,82.9,78.5,98.3,-0.12,-1.166
955.6,HOLD,227.3,81.9,83.0,78.4,98.3,-0.18,-1.166
956.6,HOLD,227.3,81.9,83.1,78.5,98.2,-0.1,-1.166
957.6,HOLD,227.8,81.9,83.1,78.5,98.0,-0.05,-1.166
958.6,HOLD,228.2,81.9,83.1,78.4,98.1,-0.12,-1.166
959.6,HOLD,227.8,81.9,83.0,78.4,98.4,-0.22,-1.166
960.6,HOLD,227.8,81.9,83.0,78.4,98.7,-0.15,-1.166
961.6,HOLD,228.2,81.9,83.0,78.4,98.8,-0.05,-1.166
962.6,HOLD,227.8,81.9,83.0,78.5,98.7,-0.07,-1.166
963.6,HOLD,228.2,81.9,83.0,78.5,98.6,-0.07,-1.166
964.6,HOLD,228.2,81.9,82.9,78.4,98.7,-0.1,-1.166
965.6,HOLD,228.7,81.9,82.9,78.4,98.8,-0.13,-1.166
966.6,HOLD,229.1,81.9,82.9,78.5,98.7,-0.17,-1.166
967.6,HOLD,229.1,81.9,82.9,78.5,98.7,-0.17,-1.166
968.6,HOLD,229.1,81.9,82.9,78.5,98.6,-0.03,-1.166
969.6,HOLD,229.1,81.9,82.9,78.5,98.4,-0.17,-1.166
970.6,HOLD,229.1,81.9,82.9,78.5,98.3,-0.15,-1.166
971.6,HOLD,230.0,81.9,82.9,78.4,98.4,-0.1,-1.166
972.6,HOLD,230.0,81.9,82.9,78.5,98.5,-0.18,-1.166
973.6,HOLD,230.0,82.0,82.9,78.4,98.5,-0.08,-1.166
974.6,HOLD,230.4,82.0,82.9,78.4,98.7,-0.2,-1.166
975.6,HOLD,230.0,81.9,82.9,78.4,98.8,-0.08,-1.166
976.6,HOLD,230.4,82.0,83.0,78.5,98.8,-0.22,-1.166
977.6,HOLD,230.9,82.0,83.1,78.5,98.7,0.07,-1.166
978.6,HOLD,230.9,82.0,83.1,78.6,98.5,-0.03,-1.166
979.6,HOLD,230.9,81.9,83.1,78.5,98.3,-0.05,-1.166
980.6,HOLD,231.3,81.9,83.1,78.5,98.4,-0.07,-1.166
981.6,HOLD,230.9,81.9,83.1,78.5,98.4,-0.07,-1.166
982.6,HOLD,230.9,81.9,83.1,78.6,98.5,-0.13,-1.166
983.6,HOLD,231.3,82.0,83.1,78.5,98.4,-0.05,-1.166
984.6,HOLD,231.3,81.9,83.1,78.5,98.5,0.22,-1.166
985.6,HOLD,231.3,82.0,83.1,78.7,98.4,-0.07,-1.166
986.6,HOLD,231.3,81.9,83.1,78.5,98.2,-0.05,-1.166
987.6,HOLD,231.8,82.0,83.1,78.5,98.2,0.0,-1.166
988.6,HOLD,231.8,81.9,83.1,78.6,98.4,-0.25,-1.166
989.6,HOLD,231.3,81.9,83.1,78.6,98.4,-0.2,-1.166
990.6,HOLD,231.8,82.0,83.2,78.6,98.4,-0.08,-1.166
991.6,HOLD,232.2,82.0,83.1,78.6,98.5,0.02,-1.166
992.6,HOLD,231.8,82.0,83.1,78.6,98.4,-0.05,-1.166
993.6,HOLD,232.2,82.0,83.1,78.5,98.4,0.02,-1.166
994.6,HOLD,232.2,82.0,83.2,78.5,98.4,0.02,-1.166
995.6,HOLD,232.2,82.0,83.2,78.6,98.5,-0.17,-1.166
996.6,HOLD,232.2,81.9,83.2,78.7,98.4,-0.15,-1.166
997.6,HOLD,232.7,82.0,83.2,78.6,98.3,-0.15,-1.166
998.6,HOLD,233.6,82.0,83.2,78.7,98.3,-0.4,-1.166
999.6,HOLD,233.2,82.0,83.2,78.7,98.4,-0.25,-1.166
1000.6,HOLD,233.2,82.0,83.2,78.6,98.4,-0.17,-1.166
1001.6,HOLD,233.6,82.0,83.2,78.6,98.5,-0.03,-1.166
1002.6,HOLD,233.2,82.0,83.2,78.7,98.4,-0.05,-1.166
1003.6,HOLD,233.6,82.0,83.2,78.6,98.3,-0.23,-1.166
1004.6,HOLD,233.6,82.0,83.2,78.6,98.6,-0.1,-1.166
1005.6,HOLD,234.1,82.0,83.1,78.6,98.7,-0.13,-1.166
1006.6,HOLD,233.6,82.0,83.1,78.5,99.0,-0.23,-1.166
1007.6,HOLD,234.1,82.0,83.2,78.6,98.8,-0.18,-1.166
1008.6,HOLD,234.1,82.0,83.2,78.6,98.8,-0.18,-1.166
1009.6,HOLD,234.1,82.0,83.2,78.6,98.8,-0.02,-1.166
1010.6,HOLD,234.1,82.0,83.1,78.7,98.4,-0.23,-1.166
1011.6,HOLD,234.1,82.0,83.2,78.7,98.5,-0.23,-1.166
1012.6,HOLD,234.1,82.0,83.2,78.7,98.6,-0.15,-1.166
1013.6,HOLD,234.9,82.0,83.2,78.6,98.7,-0.07,-1.166
1014.6,HOLD,234.5,82.0,83.2,78.6,98.8,-0.1,-1.166
1015.6,HOLD,235.4,82.0,83.2,78.6,98.8,-0.2,-1.166
1016.6,HOLD,234.9,82.0,83.2,78.7,98.7,-0.13,-1.166
1017.6,HOLD,234.9,82.0,83.2,78.6,98.7,-0.17,-1.166
1018.6,HOLD,235.4,82.0,83.2,78.6,98.7,-0.2,-1.166
1019.6,HOLD,235.4,82.0,83.3,78.6,98.7,-0.22,-1.166
1020.6,HOLD,235.8,82.0,83.4,78.6,98.7,-0.15,-1.166
1021.6,HOLD,235.8,82.0,83.3,78.6,98.7,-0.15,-1.166
1022.6,HOLD,235.8,82.0,83.3,78.6,98.7,-0.12,-1.166
1023.6,HOLD,235.8,82.1,83.3,78.6,98.8,-0.2,-1.166
1024.6,HOLD,236.3,82.0,83.3,78.6,98.8,-0.18,-1.166
1025.6,HOLD,236.8,82.0,83.3,78.6,98.8,-0.05,-1.166
1026.6,HOLD,236.8,82.1,83.4,78.7,98.8,-0.27,-1.166
1027.6,HOLD,236.8,82.1,83.3,78.6,98.8,-0.1,-1.166
1028.6,HOLD,236.8,82.1,83.3,78.6,98.9,-0.03,-1.166
1029.6,HOLD,236.3,82.1,83.3,78.7,98.9,-0.23,-1.166
1030.6,HOLD,237.2,82.1,83.3,78.7,98.9,-0.13,-1.166
1031.6,HOLD,236.8,82.1,83.3,78.7,98.7,-0.1,-1.166
1032.6,HOLD,236.8,82.1,83.3,78.7,98.7,0.0,-1.166
1033.6,HOLD,237.2,82.1,83.3,78.8,98.4,-0.17,-1.166
1034.6,HOLD,236.8,82.1,83.3,78.7,98.3,-0.05,-1.166
1035.6,HOLD,237.7,82.1,83.3,78.7,98.3,-0.05,-1.166
1036.6,HOLD,237.7,82.1,83.3,78.6,98.5,-0.08,-1.166
1037.6,HOLD,237.2,82.1,83.3,78.6,98.7,-0.03,-1.166
1038.6,HOLD,237.2,82.1,83.3,78.7,98.8,-0.07,-1.166
1039.6,HOLD,237.7,82.1,83.4,78.7,98.6,-0.2,-1.166
1040.6,HOLD,237.7,82.1,83.4,78.8,98.6,0.07,-1.166
1041.6,HOLD,237.7,82.1,83.4,78.8,98.6,0.0,-1.166
1042.6,HOLD,238.1,82.1,83.4,78.8,98.6,-0.2,-1.166
1043.6,HOLD,237.7,82.1,83.3,78.7,98.5,-0.23,-1.166
1044.6,HOLD,237.7,82.1,83.4,78.7,98.6,-0.08,-1.166
1045.6,HOLD,237.7,82.1,83.4,78.7,98.7,-0.25,-1.166
1046.6,HOLD,237.7,82.1,83.4,78.7,98.9,-0.2,-1.166
1047.6,HOLD,237.7,82.1,83.4,78.8,98.8,0.02,-1.166
1048.6,HOLD,237.2,82.1,83.4,78.8,98.8,0.02,-1.166
1049.6,HOLD,237.2,82.1,83.4,78.8,98.8,-0.12,-1.166
1050.6,HOLD,236.8,82.1,83.4,78.6,98.9,-0.08,-1.166
1051.6,HOLD,237.2,82.1,83.4,78.7,98.9,0.0,-1.166
1052.6,HOLD,237.2,82.1,83.4,78.7,99.0,-0.18,-1.166
1053.6,HOLD,237.7,82.1,83.4,78.7,98.9,-0.58,-1.166
1054.6,HOLD,237.7,82.1,83.4,78.8,98.8,-0.15,-1.166
1055.6,HOLD,237.7,82.2,83.3,78.8,98.6,-0.08,-1.166
1056.6,HOLD,237.7,82.1,83.4,78.8,98.4,-0.18,-1.166
1057.6,HOLD,238.6,82.2,83.4,78.8,98.4,-0.1,-1.166
1058.6,HOLD,238.1,82.2,83.4,78.8,98.3,-0.27,-1.166
1059.6,HOLD,237.7,82.2,83.4,78.8,98.4,-0.2,-1.166
1060.6,HOLD,238.1,82.1,83.4,78.8,98.5,-0.13,-1.166
1061.6,HOLD,238.1,82.1,83.4,78.8,98.7,-0.17,-1.166
1062.6,HOLD,237.7,82.2,83.4,78.8,98.7,-0.17,-1.166
1063.6,HOLD,237.7,82.2,83.4,78.8,98.7,-0.15,-1.166
1064.6,HOLD,237.7,82.2,83.4,78.8,98.8,-0.13,-1.166
1065.6,HOLD,238.1,82.1,83.4,78.7,98.8,-0.2,-1.166
1066.6,HOLD,238.1,82.2,83.5,78.8,98.7,-0.17,-1.166
1067.6,HOLD,237.2,82.2,83.4,78.7,98.5,-0.13,-1.166
1068.7,HOLD,237.7,82.1,83.4,78.7,98.7,-0.2,-1.166
1069.7,HOLD,237.2,82.2,83.4,78.7,99.0,-0.02,-1.166
1070.7,HOLD,237.2,82.2,83.4,78.7,99.0,-0.17,-1.166
1071.7,HOLD,237.2,82.1,83.4,78.7,99.1,-0.07,-1.166
1072.7,HOLD,237.2,82.2,83.4,78.7,99.2,-0.12,-1.166
1073.7,HOLD,237.2,82.2,83.4,78.7,99.3,-0.03,-1.166
1074.7,HOLD,237.2,82.2,83.4,78.7,99.3,0.07,-1.166
1075.7,HOLD,237.7,82.2,83.5,78.7,99.3,0.07,-1.166
1076.7,HOLD,237.7,82.2,83.5,78.7,99.3,-0.12,-1.166
1077.7,HOLD,238.1,82.2,83.5,78.7,99.3,-0.13,-1.166
1078.7,HOLD,238.1,82.2,83.5,78.7,99.3,0.08,-1.166
1079.7,HOLD,238.6,82.2,83.5,78.8,99.2,-0.2,-1.166
1080.7,HOLD,239.0,82.2,83.5,78.7,99.3,-0.15,-1.166
1081.7,HOLD,239.0,82.2,83.5,78.7,99.3,-0.12,-1.166
1082.7,HOLD,239.4,82.2,83.5,78.8,99.2,0.03,-1.166
1083.7,HOLD,239.4,82.2,83.4,78.8,99.1,-0.12,-1.166
1084.7,HOLD,240.3,82.2,83.4,78.7,99.1,-0.12,-1.166
1085.7,HOLD,240.3,82.2,83.4,78.7,99.3,-0.13,-1.166
1086.7,HOLD,240.8,82.2,83.4,78.8,99.1,-0.02,-1.166
1087.7,HOLD,240.8,82.2,83.5,78.8,99.0,-0.2,-1.166
1088.7,HOLD,241.2,82.2,83.5,78.7,99.0,-0.03,-1.166
1089.7,HOLD,241.2,82.2,83.6,78.7,99.0,-0.03,-1.166
1090.7,HOLD,241.2,82.2,83.6,78.7,99.1,-0.03,-1.166
1091.7,HOLD,241.2,82.2,83.6,78.8,99.2,-0.15,-1.166
1092.7,HOLD,242.2,82.2,83.7,78.8,99.1,-0.22,-1.166
1093.7,HOLD,242.2,82.2,83.7,78.8,99.1,-0.22,-1.166
1094.7,HOLD,243.5,82.2,83.6,78.9,98.9,-0.13,-1.166
1095.7,HOLD,245.3,82.2,83.6,78.9,98.8,-0.03,-1.166
1096.7,HOLD,247.6,82.2,83.6,78.9,98.6,-0.3,-1.166
1097.7,HOLD,247.6,82.2,83.7,78.9,98.6,-0.07,-1.166
1098.7,HOLD,248.9,82.2,83.6,78.9,98.5,-0.08,-1.166
1099.7,HOLD,250.2,82.3,83.6,78.9,98.6,-0.12,-1.166
1100.7,HOLD,250.2,82.2,83.5,79.0,98.5,-0.07,-1.166
1101.7,HOLD,251.2,82.2,83.5,78.9,98.6,-0.13,-1.166
1102.7,HOLD,251.2,82.2,83.5,78.9,98.7,-0.05,-1.166
1103.7,HOLD,251.2,82.2,83.5,78.9,98.7,-0.05,-1.166
1104.7,HOLD,251.2,82.2,83.5,78.8,98.8,-0.2,-1.166
1105.7,HOLD,251.6,82.2,83.6,78.9,98.9,-0.25,-1.166
1106.7,HOLD,251.6,82.2,83.6,79.0,98.9,-0.18,-1.166
1107.7,HOLD,251.6,82.2,83.6,78.9,98.9,-0.13,-1.166
1108.7,HOLD,251.6,82.2,83.6,78.9,99.0,-0.15,-1.166
1109.7,HOLD,251.6,82.2,83.6,78.9,98.8,-0.23,-1.166
1110.7,HOLD,252.1,82.2,83.6,78.9,98.8,0.1,-1.166
1111.7,HOLD,251.6,82.2,83.5,79.0,98.9,-0.13,-1.166
1112.7,HOLD,252.1,82.2,83.6,78.9,98.9,-0.03,-1.166
1113.7,HOLD,251.6,82.2,83.5,78.9,98.9,-0.1,-1.166
1114.7,HOLD,251.6,82.2,83.5,79.0,98.8,-0.18,-1.166
1115.7,HOLD,251.6,82.3,83.5,79.0,98.8,-0.17,-1.166
1116.7,HOLD,251.6,82.3,83.5,79.0,98.8,-0.17,-1.166
1117.7,HOLD,251.6,82.3,83.5,78.9,98.7,0.05,-1.166
1118.7,HOLD,251.6,82.3,83.6,79.0,98.7,-0.2,-1.166
1119.7,HOLD,251.6,82.3,83.6,79.0,98.6,-0.13,-1.166
1120.7,HOLD,251.2,82.3,83.6,78.9,98.7,-0.17,-1.166
1121.7,HOLD,251.2,82.3,83.6,79.0,98.6,-0.18,-1.166
1122.7,HOLD,251.2,82.3,83.5,78.9,98.5,0.02,-1.166
1123.7,HOLD,251.2,82.3,83.5,79.0,98.6,-0.27,-1.166
1124.7,HOLD,251.2,82.3,83.5,78.9,98.7,-0.1,-1.166
1125.7,HOLD,251.2,82.3,83.6,79.0,98.8,-0.22,-1.166
1126.7,HOLD,251.2,82.3,83.6,79.0,98.7,-0.05,-1.166
1127.7,HOLD,251.2,82.3,83.6,79.0,98.7,-0.2,-1.166
1128.7,HOLD,250.2,82.3,83.6,78.9,98.7,-0.03,-1.166
1129.7,HOLD,250.2,82.3,83.6,78.9,98.7,-0.23,-1.166
1130.7,HOLD,249.8,82.3,83.6,78.9,98.7,-0.23,-1.166
1131.7,HOLD,249.8,82.3,83.6,79.0,98.9,-0.23,-1.166
1132.7,HOLD,249.8,82.3,83.6,79.0,98.8,-0.15,-1.166
1133.7,HOLD,249.3,82.3,83.6,78.9,98.8,-0.02,-1.166
1134.7,HOLD,249.3,82.3,83.5,79.0,98.9,-0.13,-1.166
1135.7,HOLD,249.3,82.4,83.5,78.9,98.8,-0.02,-1.166
1136.7,HOLD,248.4,82.3,83.5,79.0,98.8,-0.27,-1.166
1137.7,HOLD,248.9,82.3,83.5,79.1,98.5,-0.18,-1.166
1138.7,HOLD,248.9,82.3,83.5,79.1,98.4,-0.13,-1.166
1139.7,HOLD,248.0,82.3,83.5,79.0,98.5,-0.12,-1.166
1140.7,HOLD,248.0,82.3,83.5,79.0,98.5,-0.1,-1.166
1141.7,HOLD,247.6,82.3,83.5,79.1,98.5,-0.07,-1.166
1142.7,HOLD,247.1,82.3,83.5,79.0,98.6,-0.13,-1.166
1143.7,HOLD,247.6,82.3,83.5,79.0,98.6,-0.13,-1.166
1144.7,HOLD,247.6,82.3,83.5,79.0,98.6,0.02,-1.166
1145.7,HOLD,247.6,82.4,83.6,78.9,98.9,0.02,-1.166
1146.7,HOLD,247.6,82.4,83.7,79.0,98.9,-0.12,-1.166
1147.7,HOLD,247.6,82.4,83.7,79.0,98.9,0.02,-1.166
1148.7,HOLD,247.1,82.4,83.6,79.1,98.8,-0.17,-1.166
1149.7,HOLD,246.7,82.3,83.6,79.1,98.6,-0.22,-1.166
1150.7,HOLD,246.7,82.4,83.6,79.1,98.6,-0.1,-1.166
1151.7,HOLD,246.2,82.4,83.5,79.2,98.5,-0.17,-1.166
1152.7,HOLD,246.2,82.4,83.6,79.2,98.3,-0.1,-1.166
1153.7,HOLD,245.8,82.4,83.6,79.1,98.2,-0.13,-1.166
1154.7,HOLD,245.3,82.4,83.6,79.2,98.2,-0.13,-1.166
1155.7,HOLD,245.3,82.4,83.5,79.1,98.3,-0.27,-1.166
1156.7,HOLD,245.3,82.4,83.5,79.1,98.5,-0.08,-1.166
1157.7,HOLD,245.3,82.4,83.5,79.1,98.5,-0.08,-1.166
1158.7,HOLD,245.3,82.4,83.5,79.1,98.7,-0.32,-1.166
1159.7,HOLD,244.8,82.4,83.5,79.1,98.7,-0.2,-1.166
1160.7,HOLD,244.8,82.4,83.5,79.1,98.8,-0.17,-1.166
1161.7,HOLD,244.8,82.4,83.5,79.1,98.8,-0.17,-1.166
1162.7,HOLD,243.9,82.4,83.5,79.1,98.7,-0.13,-1.166
1163.7,HOLD,243.9,82.4,83.5,79.0,98.8,-0.13,-1.166
1164.7,HOLD,243.5,82.4,83.5,79.1,98.8,-0.1,-1.166
1165.7,HOLD,243.5,82.4,83.5,79.0,98.8,-0.13,-1.166
1166.7,HOLD,243.5,82.4,83.5,79.1,98.7,-0.1,-1.166
1167.7,HOLD,242.6,82.4,83.5,79.1,98.7,-0.1,-1.166
1168.7,HOLD,242.6,82.4,83.5,79.1,98.7,-0.1,-1.166
1169.7,HOLD,242.6,82.4,83.5,79.1,98.6,-0.25,-1.166
1170.7,HOLD,242.2,82.5,83.5,79.1,98.6,-0.25,-1.166
1171.7,HOLD,242.2,82.5,83.5,79.2,98.4,0.05,-1.166
1172.7,HOLD,242.2,82.4,83.4,79.2,98.4,-0.18,-1.166
1173.7,HOLD,242.2,82.4,83.5,79.2,98.3,-0.2,-1.166
1174.7,HOLD,242.2,82.5,83.5,79.1,98.4,-0.13,-1.166
1175.7,HOLD,241.2,82.4,83.6,79.0,98.7,-0.22,-1.166
1176.7,HOLD,241.2,82.4,83.6,79.0,98.9,-0.05,-1.166
1177.7,HOLD,241.2,82.4,83.6,79.0,99.0,-0.27,-1.166
1178.7,HOLD,240.3,82.5,83.6,79.1,99.0,-0.05,-1.166
1179.7,HOLD,240.3,82.5,83.6,79.0,99.0,-0.15,-1.166
1180.7,HOLD,239.9,82.5,83.5,79.0,99.1,-0.13,-1.166
1181.7,HOLD,239.9,82.5,83.5,79.0,99.2,-0.15,-1.166
1182.7,HOLD,239.4,82.4,83.4,79.0,99.1,-0.2,-1.166
1183.7,HOLD,239.4,82.4,83.5,79.0,99.0,-0.23,-1.166
1184.7,HOLD,239.0,82.4,83.5,79.0,99.0,-0.23,-1.166
1185.7,HOLD,239.0,82.4,83.5,79.0,99.0,0.03,-1.166
1186.7,HOLD,239.0,82.4,83.5,79.0,99.0,0.12,-1.166
1187.7,HOLD,239.0,82.5,83.5,79.1,99.0,-0.23,-1.166
1188.7,HOLD,239.0,82.5,83.6,79.1,99.0,-0.07,-1.166
1189.7,HOLD,239.0,82.4,83.6,79.1,98.8,-0.12,-1.166
1190.7,HOLD,238.1,82.4,83.6,79.1,98.9,-0.17,-1.166
1191.7,HOLD,238.1,82.5,83.5,79.1,98.9,-0.08,-1.166
1192.7,HOLD,238.1,82.5,83.5,79.0,99.0,-0.15,-1.166
1193.7,HOLD,237.2,82.5,83.4,79.2,99.0,-0.22,-1.166
1194.7,HOLD,237.2,82.5,83.4,79.1,99.0,-0.22,-1.166
1195.7,HOLD,237.2,82.5,83.4,79.0,99.1,-0.22,-1.166
1196.7,HOLD,237.2,82.5,83.4,79.1,99.1,-0.23,-1.166
1197.7,HOLD,236.3,82.5,83.4,79.1,99.1,-0.23,-1.166
1198.7,HOLD,236.3,82.5,83.4,79.1,99.0,-0.2,-1.166
1199.7,HOLD,236.3,82.5,83.4,79.1,98.8,-0.03,-1.166
1200.7,HOLD,236.3,82.5,83.4,79.2,98.6,-0.07,-1.166
1201.7,HOLD,236.3,82.5,83.4,79.1,98.7,-0.07,-1.166
1202.7,HOLD,235.8,82.5,83.4,79.0,98.9,-0.07,-1.166
1203.7,HOLD,235.8,82.5,83.4,79.1,99.0,-0.32,-1.166
1204.7,HOLD,235.8,82.5,83.4,79.1,98.9,-0.05,-1.166
1205.7,HOLD,235.4,82.6,83.4,79.1,98.9,0.02,-1.166
1206.7,HOLD,234.9,82.5,83.4,79.2,98.9,-0.15,-1.166
1207.7,HOLD,234.9,82.5,83.4,79.1,98.7,-0.47,-1.166
1208.7,HOLD,234.9,82.5,83.4,79.2,98.7,0.03,-1.166
1209.7,HOLD,234.9,82.5,83.4,79.2,98.6,-0.2,-1.166
1210.7,HOLD,234.5,82.5,83.4,79.1,98.7,-0.05,-1.166
1211.7,HOLD,234.5,82.5,83.4,79.1,98.7,-0.05,-1.166
1212.7,HOLD,234.5,82.5,83.5,79.1,98.9,-0.1,-1.166
1213.7,HOLD,234.1,82.5,83.5,79.1,98.9,-0.28,-1.166
1214.7,HOLD,234.1,82.5,83.5,79.1,98.8,-0.2,-1.166
1215.7,HOLD,234.1,82.6,83.5,79.2,98.6,-0.23,-1.166
1216.7,HOLD,234.1,82.6,83.5,79.2,98.5,-0.03,-1.166
1217.7,HOLD,233.6,82.6,83.4,79.2,98.6,-0.05,-1.166
1218.7,HOLD,233.2,82.5,83.4,79.2,98.7,-0.22,-1.166
1219.7,HOLD,233.2,82.5,83.5,79.2,98.6,-0.12,-1.166
1220.7,HOLD,232.7,82.6,83.4,79.1,98.9,-0.15,-1.166
1221.7,HOLD,232.7,82.5,83.4,79.2,98.8,-0.17,-1.166
1222.7,HOLD,232.7,82.6,83.4,79.2,98.7,-0.23,-1.166
1223.7,HOLD,231.8,82.5,83.4,79.2,98.6,-0.28,-1.166
1224.7,HOLD,231.8,82.5,83.4,79.2,98.6,-0.28,-1.166
1225.7,HOLD,231.8,82.5,83.4,79.2,98.7,-0.42,-1.166
1226.7,HOLD,231.8,82.5,83.4,79.2,98.7,-0.08,-1.166
1227.7,HOLD,231.8,82.6,83.4,79.2,98.6,0.0,-1.166
1228.7,HOLD,231.8,82.6,83.4,79.2,98.7,-0.18,-1.166
1229.7,HOLD,230.9,82.6,83.4,79.1,98.8,-0.28,-1.166
1230.7,HOLD,230.9,82.6,83.4,79.1,99.0,-0.25,-1.166
1231.7,HOLD,230.4,82.6,83.4,79.1,99.1,-0.12,-1.166
1232.7,HOLD,230.9,82.6,83.3,79.1,99.1,-0.15,-1.166
1233.7,HOLD,230.9,82.6,83.4,79.1,99.1,-0.15,-1.166
1234.7,HOLD,230.4,82.6,83.4,79.0,99.2,-0.07,-1.166
1235.7,HOLD,230.9,82.6,83.3,79.1,99.2,-0.03,-1.166
