# Helios characterization  mode=driphold  started=20260602_192602
# charge=30.0s = 50.0 mL @ 1.667 mL/s   target_rh=80.0%
# notes=
elapsed_s,phase,puck_f,chamber_f,chamber_rh,column_f,column_rh,pressure_pa,weight_g
52.0,PREHEAT,181.8,85.7,38.2,84.9,46.3,-0.05,-1.25
53.0,PREHEAT,182.3,85.8,38.3,84.8,46.3,-0.2,-1.25
54.0,PREHEAT,182.3,85.7,38.4,84.9,46.5,-0.17,-1.25
55.0,PREHEAT,182.8,85.7,38.5,84.9,46.5,-0.15,-1.25
56.0,PREHEAT,183.2,85.7,38.5,84.9,46.8,-0.02,-1.25
57.0,PREHEAT,183.2,85.8,38.6,84.9,46.8,-0.05,-1.25
58.0,PREHEAT,183.2,85.7,38.7,84.8,46.8,-0.2,-1.25
59.0,PREHEAT,184.1,85.7,38.8,84.8,46.8,-0.07,-1.25
60.0,PREHEAT,184.1,85.7,38.8,84.8,46.8,-0.07,-1.25
61.0,PREHEAT,184.1,85.8,38.9,84.8,46.8,-0.27,-1.25
62.0,PREHEAT,184.6,85.7,38.9,84.8,46.9,-0.1,-1.25
63.0,PREHEAT,185.4,85.7,39.0,84.8,47.1,-0.22,-1.25
64.0,PREHEAT,185.4,85.7,39.1,84.8,47.2,-0.27,-1.25
65.0,PREHEAT,185.9,85.8,39.1,84.9,47.6,-0.27,-1.239
66.0,PREHEAT,185.9,85.8,39.2,84.7,47.4,-0.22,-1.239
67.0,PREHEAT,185.9,85.8,39.3,84.7,47.4,-0.07,-1.239
68.0,PREHEAT,185.9,85.8,39.3,84.8,47.5,-0.1,-1.239
69.0,PREHEAT,185.9,85.8,39.4,84.7,47.7,-0.02,-1.239
70.0,PREHEAT,187.2,85.8,39.4,84.7,47.8,-0.17,-1.239
71.0,PREHEAT,186.8,85.8,39.4,84.7,48.0,-0.3,-1.239
72.0,PREHEAT,187.7,85.8,39.5,84.7,47.9,-0.23,-1.239
73.0,PREHEAT,188.2,85.8,39.6,84.7,47.9,-0.23,-1.239
74.0,PREHEAT,188.2,85.8,39.6,84.7,47.9,-0.15,-1.239
75.0,PREHEAT,188.2,85.8,39.7,84.7,48.1,-0.17,-1.239
76.0,PREHEAT,188.2,85.8,39.7,84.6,48.0,-0.23,-1.239
77.0,PREHEAT,189.5,85.8,39.7,84.6,47.9,-0.23,-1.239
78.0,PREHEAT,189.5,85.8,39.8,84.6,48.1,-0.17,-1.239
79.0,PREHEAT,189.5,85.8,39.8,84.7,48.2,-0.17,-1.239
80.0,PREHEAT,189.5,85.8,39.9,84.7,48.3,-0.3,-1.239
81.0,PREHEAT,190.4,85.8,39.9,84.7,48.3,-0.25,-1.239
82.0,PREHEAT,190.4,85.8,40.0,84.6,48.3,-0.15,-1.239
83.0,PREHEAT,190.8,85.8,40.0,84.7,48.4,-0.08,-1.239
84.0,PREHEAT,190.8,85.8,40.1,84.7,48.6,-0.22,-1.239
85.0,PREHEAT,190.8,85.8,40.2,84.6,48.7,0.0,-1.239
86.0,PREHEAT,191.8,85.8,40.2,84.7,48.9,-0.07,-1.239
87.0,PREHEAT,191.8,85.8,40.2,84.7,48.9,-0.07,-1.239
88.0,PREHEAT,191.8,85.8,40.3,84.6,48.8,-0.17,-1.239
89.0,PREHEAT,192.7,85.8,40.3,84.6,48.7,-0.15,-1.239
90.0,PREHEAT,192.2,85.8,40.3,84.6,48.7,-0.18,-1.239
91.0,PREHEAT,192.7,85.9,40.4,84.5,48.7,0.02,-1.239
92.0,PREHEAT,192.7,85.8,40.4,84.6,48.7,-0.23,-1.239
93.0,PREHEAT,193.6,85.9,40.5,84.5,48.9,-0.05,-1.239
94.0,PREHEAT,193.6,85.9,40.5,84.5,48.9,-0.28,-1.239
95.0,PREHEAT,193.6,85.9,40.5,84.5,49.0,-0.1,-1.239
96.0,PREHEAT,194.0,85.9,40.5,84.5,49.0,-0.18,-1.239
97.0,PREHEAT,194.4,85.9,40.6,84.5,49.2,-0.27,-1.239
98.0,PREHEAT,194.4,85.9,40.7,84.5,49.2,-0.18,-1.239
99.0,PREHEAT,195.8,85.9,40.7,84.5,49.3,-0.13,-1.239
100.0,PREHEAT,195.3,85.9,40.8,84.5,49.3,-0.13,-1.239
101.0,PREHEAT,195.3,85.9,40.8,84.4,49.3,-0.1,-1.239
102.0,PREHEAT,195.8,85.9,40.8,84.5,49.3,-0.08,-1.239
103.0,PREHEAT,195.8,85.9,40.9,84.4,49.5,-0.05,-1.239
104.0,PREHEAT,196.2,85.9,40.9,84.5,49.5,-0.2,-1.239
105.0,PREHEAT,196.7,85.9,40.9,84.5,49.5,-0.05,-1.239
106.0,PREHEAT,196.7,85.9,41.0,84.4,49.6,-0.17,-1.239
107.0,PREHEAT,197.2,85.9,41.0,84.4,49.5,-0.1,-1.239
108.0,PREHEAT,197.2,85.9,41.1,84.3,49.5,-0.15,-1.239
109.0,PREHEAT,197.6,86.0,41.1,84.3,49.6,-0.25,-1.239
110.0,PREHEAT,198.1,85.9,41.1,84.3,49.6,-0.12,-1.239
111.0,PREHEAT,198.5,85.9,41.2,84.3,49.7,-0.15,-1.239
112.0,PREHEAT,198.5,85.9,41.2,84.3,49.7,-0.03,-1.239
113.0,PREHEAT,198.5,85.9,41.2,84.3,49.7,-0.08,-1.239
114.0,PREHEAT,198.5,85.9,41.2,84.3,49.7,-0.08,-1.239
115.0,PREHEAT,198.5,85.9,41.2,84.3,49.8,-0.2,-1.239
116.0,PREHEAT,199.4,85.9,41.3,84.3,49.8,-0.05,-1.239
117.0,PREHEAT,199.8,85.9,41.3,84.3,49.9,-0.13,-1.239
118.0,PREHEAT,199.8,85.9,41.4,84.3,49.9,-0.18,-1.239
119.0,PREHEAT,199.8,85.9,41.4,84.2,49.8,-0.25,-1.239
120.0,PREHEAT,200.3,85.9,41.4,84.3,50.0,-0.25,-1.239
121.0,PREHEAT,200.8,85.9,41.4,84.3,50.1,-0.03,-1.239
122.0,PREHEAT,201.2,85.9,41.4,84.3,50.4,-0.32,-1.239
123.0,PREHEAT,201.2,85.9,41.5,84.3,50.3,-0.22,-1.239
124.0,PREHEAT,201.2,86.0,41.5,84.4,50.4,-0.03,-1.239
125.0,PREHEAT,201.7,85.9,41.5,84.3,50.5,-0.3,-1.239
126.0,PREHEAT,202.1,86.0,41.6,84.3,50.3,-0.15,-1.239
127.1,PREHEAT,202.6,86.0,41.6,84.2,50.4,-0.15,-1.239
128.1,PREHEAT,202.6,86.0,41.6,84.2,50.4,-0.07,-1.239
129.1,PREHEAT,202.6,86.0,41.6,84.2,50.3,0.0,-1.239
130.1,PREHEAT,203.0,86.0,41.7,84.3,50.4,-0.07,-1.239
131.1,PREHEAT,203.4,86.0,41.7,84.2,50.3,-0.03,-1.239
132.1,PREHEAT,203.9,86.0,41.8,84.3,50.4,-0.13,-1.239
133.1,PREHEAT,203.4,86.0,41.8,84.2,50.4,-0.18,-1.239
134.1,PREHEAT,203.9,86.0,41.8,84.2,50.6,-0.2,-1.239
135.1,PREHEAT,203.9,86.0,41.9,84.1,50.5,-0.13,-1.239
136.1,PREHEAT,204.3,85.9,41.9,84.1,50.6,0.03,-1.239
137.1,PREHEAT,204.8,86.0,42.0,84.1,50.7,-0.18,-1.239
138.1,PREHEAT,204.8,86.0,41.9,84.1,50.6,-0.25,-1.239
139.1,PREHEAT,205.2,85.9,42.0,84.1,50.8,-0.05,-1.239
140.1,PREHEAT,205.7,86.0,42.0,84.2,50.9,0.07,-1.239
141.1,PREHEAT,205.7,85.9,42.1,84.2,50.9,0.07,-1.239
142.1,PREHEAT,205.7,85.9,42.1,84.1,50.9,-0.15,-1.239
143.1,PREHEAT,206.2,86.0,42.1,84.1,51.0,-0.15,-1.239
144.1,PREHEAT,206.6,86.0,42.1,84.2,51.1,-0.1,-1.239
145.1,PREHEAT,206.6,86.0,42.2,84.1,51.0,-0.13,-1.239
146.1,PREHEAT,207.1,86.0,42.1,84.1,51.0,-0.17,-1.239
147.1,PREHEAT,207.5,86.0,42.1,84.1,51.1,-0.37,-1.239
148.1,PREHEAT,207.5,86.0,42.3,84.2,51.1,-0.23,-1.239
149.1,PREHEAT,207.5,86.0,42.3,84.2,51.2,-0.1,-1.239
150.1,PREHEAT,208.4,86.0,42.3,84.1,51.2,-0.02,-1.239
151.1,PREHEAT,208.4,86.0,42.4,84.1,51.2,-0.23,-1.239
152.1,PREHEAT,208.4,86.0,42.4,84.1,51.2,-0.27,-1.239
153.1,PREHEAT,208.8,86.0,42.4,84.1,51.3,-0.1,-1.239
154.1,PREHEAT,209.3,86.1,42.5,84.1,51.2,-0.1,-1.239
155.1,PREHEAT,209.3,86.1,42.5,84.1,51.2,-0.23,-1.239
156.1,PREHEAT,209.3,86.1,42.5,84.1,51.2,-0.07,-1.239
157.1,PREHEAT,209.3,86.0,42.5,84.0,51.3,-0.13,-1.239
158.1,PREHEAT,210.2,86.0,42.5,84.0,51.3,-0.32,-1.239
159.1,PREHEAT,210.2,86.0,42.5,84.0,51.4,-0.17,-1.239
160.1,PREHEAT,210.2,86.1,42.6,84.0,51.5,-0.27,-1.239
161.1,PREHEAT,210.7,86.1,42.6,84.0,51.5,-0.15,-1.239
162.1,PREHEAT,210.7,86.0,42.6,83.9,51.7,-0.17,-1.239
163.1,PREHEAT,210.7,86.1,42.6,83.9,51.7,-0.12,-1.239
164.1,PREHEAT,211.6,86.1,42.7,83.9,51.7,-0.05,-1.239
165.1,PREHEAT,211.6,86.1,42.7,83.9,51.7,-0.15,-1.239
166.3,CLIMB,212.0,86.1,42.7,84.0,51.8,-0.17,-1.239
167.3,CLIMB,212.0,86.1,42.7,84.0,51.8,-0.15,-1.239
168.6,CLIMB,212.0,86.1,42.8,84.0,51.8,-0.18,-1.239
169.6,CLIMB,212.9,86.1,42.7,84.0,51.8,-0.08,-1.239
170.9,CLIMB,212.9,86.1,42.8,84.0,52.0,-0.42,-1.239
171.9,CLIMB,212.0,86.1,42.9,84.0,52.2,0.02,-1.239
172.9,CLIMB,211.6,86.1,43.1,83.8,52.8,-0.17,-1.239
173.9,CLIMB,210.2,86.1,43.3,84.0,53.4,-0.12,-1.239
174.9,CLIMB,209.3,86.1,43.6,84.0,55.0,-0.03,-1.225
175.9,CLIMB,208.8,86.1,43.8,83.9,56.0,-0.13,-1.223
176.9,CLIMB,207.5,86.1,44.2,84.0,56.8,-0.15,-1.223
177.9,CLIMB,206.2,86.1,44.6,83.9,57.6,-0.18,-1.223
178.9,CLIMB,206.2,86.1,45.8,83.9,57.6,-0.18,-1.223
179.9,CLIMB,206.2,86.1,45.8,83.9,58.7,-0.25,-1.232
180.9,CLIMB,204.8,86.2,47.7,83.9,58.1,-0.03,-1.247
181.9,CLIMB,204.3,86.2,49.4,83.9,57.7,-0.05,-1.247
182.9,CLIMB,203.0,86.2,49.6,83.9,57.9,-0.22,-1.247
183.9,CLIMB,203.0,86.2,49.1,83.9,58.2,-0.12,-1.247
184.9,CLIMB,202.6,86.2,49.0,83.9,58.7,0.0,-1.233
185.9,CLIMB,202.6,86.2,49.0,83.9,59.2,-0.17,-1.233
186.9,CLIMB,202.1,86.2,49.1,83.8,59.5,-0.17,-1.233
187.9,CLIMB,201.7,86.2,49.3,83.7,60.2,-0.05,-1.233
188.9,CLIMB,201.7,86.3,49.5,83.8,60.2,-0.12,-1.233
189.9,CLIMB,202.1,86.2,49.8,83.8,60.2,-0.17,-1.233
190.9,CLIMB,201.2,86.3,50.2,83.8,60.1,-0.22,-1.233
191.9,CLIMB,201.7,86.2,50.3,83.8,60.3,0.08,-1.233
192.9,CLIMB,201.7,86.2,50.3,83.8,60.3,0.08,-1.233
193.9,CLIMB,201.7,86.3,50.3,83.8,60.4,-0.05,-1.233
194.9,CLIMB,201.7,86.3,50.5,83.9,60.4,-0.2,-1.233
195.9,CLIMB,202.1,86.3,50.7,83.8,60.7,0.0,-1.233
196.9,CLIMB,202.6,86.3,50.8,83.8,60.9,-0.13,-1.233
197.9,CLIMB,201.7,86.3,51.2,83.8,61.1,-0.22,-1.233
198.9,CLIMB,202.1,86.2,51.2,83.8,61.2,-0.17,-1.233
199.9,CLIMB,202.6,86.2,51.3,83.8,61.0,-0.1,-1.233
200.9,CLIMB,203.0,86.3,51.4,83.7,61.0,-0.05,-1.233
201.9,CLIMB,202.1,86.3,51.7,83.7,60.8,-0.28,-1.233
202.9,CLIMB,202.1,86.3,51.9,83.8,60.9,-0.18,-1.233
203.9,CLIMB,203.0,86.3,51.8,83.7,61.0,-0.18,-1.233
204.9,CLIMB,203.9,86.3,51.7,83.7,61.1,-0.07,-1.233
205.9,CLIMB,203.9,86.3,51.8,83.7,61.1,-0.07,-1.233
206.9,CLIMB,203.9,86.3,51.8,83.7,61.3,-0.23,-1.233
207.9,CLIMB,203.9,86.4,51.8,83.7,61.4,-0.08,-1.233
208.9,CLIMB,204.3,86.3,51.7,83.7,61.5,-0.18,-1.233
209.9,CLIMB,204.8,86.3,51.8,83.7,61.8,-0.03,-1.233
210.9,CLIMB,204.8,86.3,51.8,83.7,61.8,-0.13,-1.233
211.9,CLIMB,204.8,86.3,51.8,83.6,61.8,-0.2,-1.233
212.9,CLIMB,205.2,86.3,51.9,83.7,62.0,-0.07,-1.233
213.9,CLIMB,205.7,86.3,52.0,83.7,61.9,-0.08,-1.233
214.9,CLIMB,205.7,86.3,52.1,83.7,62.0,-0.17,-1.233
215.9,CLIMB,205.2,86.3,52.1,83.7,62.0,-0.1,-1.233
216.9,CLIMB,206.6,86.4,52.1,83.7,62.1,-0.27,-1.233
217.9,CLIMB,206.2,86.3,52.1,83.8,62.1,-0.13,-1.233
218.9,CLIMB,207.1,86.3,52.1,83.7,62.3,-0.22,-1.233
219.9,CLIMB,207.9,86.3,52.1,83.7,62.3,-0.22,-1.233
220.9,CLIMB,207.9,86.4,52.1,83.8,62.3,-0.22,-1.233
221.9,CLIMB,207.5,86.3,52.1,83.7,62.2,-0.17,-1.233
222.9,CLIMB,207.5,86.3,52.2,83.7,62.3,-0.02,-1.233
223.9,CLIMB,207.9,86.3,52.2,83.8,62.3,-0.18,-1.233
224.9,CLIMB,208.8,86.4,52.4,83.8,62.3,-0.23,-1.233
225.9,CLIMB,208.8,86.3,52.6,83.8,62.3,-0.2,-1.233
226.9,CLIMB,208.8,86.3,52.7,83.8,62.4,-0.08,-1.233
227.9,CLIMB,209.3,86.4,52.7,83.8,62.4,-0.13,-1.233
228.9,CLIMB,209.3,86.4,52.6,83.8,62.6,-0.12,-1.233
229.9,CLIMB,209.8,86.4,52.6,83.8,62.7,-0.08,-1.233
230.9,CLIMB,210.2,86.4,52.6,83.8,62.8,-0.03,-1.233
231.9,CLIMB,209.8,86.4,52.6,83.8,62.8,-0.1,-1.233
232.9,CLIMB,210.2,86.4,52.6,83.8,62.8,-0.1,-1.233
233.9,CLIMB,210.2,86.4,52.6,83.7,62.9,-0.13,-1.233
234.9,CLIMB,210.7,86.4,52.7,83.7,62.9,0.02,-1.233
235.9,CLIMB,210.7,86.4,52.7,83.8,63.0,-0.12,-1.233
236.9,CLIMB,211.1,86.4,52.7,83.8,63.0,-0.2,-1.233
237.9,CLIMB,211.6,86.4,52.8,83.8,63.0,-0.08,-1.233
239.1,CLIMB,212.0,86.4,52.8,83.7,63.0,-0.2,-1.233
240.1,CLIMB,212.4,86.4,52.9,83.6,63.2,-0.03,-1.233
241.4,CLIMB,212.9,86.5,52.9,83.6,63.2,-0.05,-1.233
242.4,CLIMB,212.9,86.4,52.9,83.7,63.3,-0.2,-1.233
243.7,CLIMB,212.4,86.4,53.1,83.6,63.3,-0.23,-1.233
244.7,CLIMB,212.4,86.4,53.1,83.6,63.6,-0.13,-1.233
245.9,CLIMB,212.0,86.4,53.3,83.5,64.5,-0.08,-1.233
246.9,CLIMB,210.2,86.5,53.5,83.5,64.5,-0.08,-1.233
247.9,CLIMB,210.2,86.5,53.5,83.5,65.4,-0.13,-1.23
248.9,CLIMB,209.8,86.4,54.2,83.7,66.1,-0.08,-1.25
249.9,CLIMB,208.8,86.5,54.8,83.7,66.4,-0.13,-1.251
250.9,CLIMB,207.5,86.4,55.7,83.6,66.6,-0.25,-1.251
251.9,CLIMB,206.6,86.5,56.1,83.7,66.5,-0.15,-1.251
252.9,CLIMB,205.7,86.5,56.3,83.7,66.6,-0.22,-1.238
253.9,CLIMB,205.2,86.6,56.0,83.6,66.8,-0.1,-1.233
254.9,CLIMB,204.3,86.5,56.1,83.6,67.0,-0.18,-1.233
255.9,CLIMB,203.4,86.6,56.3,83.6,67.6,0.08,-1.233
256.9,CLIMB,202.6,86.6,56.5,83.6,68.7,-0.08,-1.233
257.9,CLIMB,201.7,86.6,57.5,83.6,69.0,-0.08,-1.233
258.9,CLIMB,201.7,86.5,57.6,83.6,69.2,-0.13,-1.233
259.9,CLIMB,200.8,86.5,58.2,83.7,69.4,-0.1,-1.233
260.9,CLIMB,200.3,86.5,58.2,83.7,69.4,-0.1,-1.233
261.9,CLIMB,200.3,86.6,58.8,83.6,69.2,-0.17,-1.233
262.9,CLIMB,199.8,86.5,59.6,83.6,69.8,-0.08,-1.244
263.9,CLIMB,199.8,86.5,59.9,83.7,69.9,-0.2,-1.244
264.9,CLIMB,199.8,86.5,60.2,83.6,70.4,-0.17,-1.244
265.9,CLIMB,199.8,86.5,60.3,83.7,70.9,-0.03,-1.244
266.9,CLIMB,198.9,86.6,60.3,83.6,71.0,-0.13,-1.244
267.9,CLIMB,199.4,86.6,60.2,83.7,71.1,-0.17,-1.244
268.9,CLIMB,199.4,86.6,60.3,83.7,71.0,-0.12,-1.244
269.9,CLIMB,198.9,86.6,60.3,83.7,71.2,-0.08,-1.244
270.9,CLIMB,198.5,86.6,60.2,83.6,71.5,-0.02,-1.244
271.9,CLIMB,198.1,86.6,60.4,83.6,71.9,-0.25,-1.238
272.9,CLIMB,198.1,86.6,60.4,83.6,72.3,-0.1,-1.237
273.9,CLIMB,198.5,86.6,60.6,83.7,72.5,-0.1,-1.237
274.9,CLIMB,198.5,86.6,60.6,83.7,72.5,-0.02,-1.241
275.9,CLIMB,198.5,86.6,60.8,83.6,72.8,-0.2,-1.241
276.9,CLIMB,198.5,86.6,61.1,83.6,72.6,-0.25,-1.241
277.9,CLIMB,198.9,86.7,61.3,83.6,72.5,-0.08,-1.241
278.9,CLIMB,198.9,86.7,61.3,83.6,72.6,-0.05,-1.241
279.9,CLIMB,198.9,86.7,61.3,83.6,72.7,-0.08,-1.241
280.9,CLIMB,198.9,86.6,61.3,83.7,72.7,-0.15,-1.23
281.9,CLIMB,198.9,86.7,61.7,83.7,72.6,-0.12,-1.23
282.9,CLIMB,199.4,86.7,61.9,83.7,72.6,-0.15,-1.23
283.9,CLIMB,199.4,86.7,62.1,83.7,72.7,-0.22,-1.23
284.9,CLIMB,199.4,86.7,62.2,83.8,72.8,-0.12,-1.23
285.9,CLIMB,199.8,86.7,62.4,83.7,72.7,-0.13,-1.23
286.9,CLIMB,199.8,86.7,62.4,83.6,73.2,-0.2,-1.23
287.9,CLIMB,199.4,86.7,62.4,83.6,73.2,-0.2,-1.23
288.9,CLIMB,199.4,86.6,62.4,83.6,73.6,-0.22,-1.23
289.9,CLIMB,199.8,86.7,62.4,83.7,73.5,-0.05,-1.23
290.9,CLIMB,200.3,86.7,62.4,83.6,73.5,0.05,-1.23
291.9,CLIMB,200.3,86.7,62.4,83.7,73.6,-0.17,-1.23
292.9,CLIMB,200.8,86.7,62.3,83.6,73.8,-0.03,-1.23
293.9,CLIMB,201.2,86.7,62.4,83.6,74.2,-0.33,-1.23
294.9,CLIMB,200.8,86.7,62.8,83.6,74.2,-0.18,-1.23
295.9,CLIMB,200.8,86.7,62.8,83.6,74.1,-0.13,-1.23
296.9,CLIMB,201.2,86.7,63.0,83.7,74.2,-0.3,-1.23
297.9,CLIMB,201.7,86.8,62.9,83.7,74.1,-0.1,-1.218
298.9,CLIMB,201.7,86.7,62.8,83.7,74.0,-0.17,-1.218
299.9,CLIMB,201.7,86.7,62.8,83.6,74.1,-0.2,-1.218
300.9,CLIMB,202.1,86.7,62.8,83.7,74.3,-0.2,-1.218
301.9,CLIMB,202.1,86.7,62.8,83.7,74.3,-0.15,-1.218
302.9,CLIMB,202.1,86.8,62.9,83.6,74.5,-0.22,-1.218
303.9,CLIMB,202.6,86.7,62.9,83.6,74.6,-0.02,-1.218
304.9,CLIMB,202.1,86.8,62.9,83.7,74.7,-0.35,-1.218
305.9,CLIMB,203.0,86.8,63.0,83.6,74.6,-0.15,-1.218
306.9,CLIMB,203.4,86.7,63.0,83.7,74.5,-0.1,-1.218
307.9,CLIMB,203.4,86.8,62.9,83.7,74.5,-0.13,-1.218
308.9,CLIMB,203.4,86.8,62.9,83.6,74.6,-0.28,-1.218
309.9,CLIMB,203.9,86.8,62.9,83.7,74.8,-0.2,-1.218
310.9,CLIMB,203.9,86.8,63.0,83.7,74.8,-0.1,-1.218
311.9,CLIMB,203.9,86.8,63.0,83.6,74.7,-0.13,-1.218
312.9,CLIMB,205.2,86.7,63.0,83.6,74.9,-0.18,-1.218
313.9,CLIMB,205.2,86.8,63.1,83.6,74.9,-0.17,-1.218
314.9,CLIMB,205.2,86.8,63.2,83.6,74.9,-0.17,-1.218
315.9,CLIMB,205.2,86.8,63.2,83.7,74.8,-0.18,-1.218
316.9,CLIMB,205.2,86.8,63.2,83.8,74.9,-0.23,-1.218
317.9,CLIMB,205.7,86.7,63.2,83.7,74.8,-0.2,-1.218
318.9,CLIMB,207.1,86.8,63.4,83.7,74.8,-0.18,-1.218
319.9,CLIMB,206.6,86.8,63.4,83.8,74.7,-0.13,-1.218
320.9,CLIMB,206.6,86.8,63.5,83.7,74.7,-0.3,-1.218
321.9,CLIMB,207.1,86.8,63.4,83.8,74.9,-0.23,-1.218
322.9,CLIMB,207.1,86.8,63.5,83.8,75.0,-0.1,-1.218
323.9,CLIMB,207.5,86.8,63.5,83.7,75.1,-0.05,-1.218
324.9,CLIMB,207.9,86.8,63.5,83.6,75.2,-0.23,-1.218
325.9,CLIMB,207.9,86.8,63.5,83.7,75.3,-0.18,-1.218
326.9,CLIMB,207.9,86.8,63.5,83.8,75.2,-0.2,-1.218
327.9,CLIMB,208.8,86.9,63.5,83.8,75.2,-0.27,-1.218
328.9,CLIMB,208.8,86.9,63.5,83.8,75.2,-0.27,-1.218
329.9,CLIMB,208.8,86.8,63.4,83.8,75.1,-0.17,-1.218
330.9,CLIMB,208.8,86.8,63.5,83.7,75.2,-0.15,-1.218
331.9,CLIMB,209.3,86.8,63.7,83.7,75.3,-0.13,-1.218
332.9,CLIMB,209.8,86.9,63.7,83.8,75.4,-0.15,-1.218
333.9,CLIMB,210.2,86.8,63.7,83.7,75.3,-0.22,-1.218
334.9,CLIMB,210.2,86.8,63.6,83.8,75.2,-0.17,-1.218
335.9,CLIMB,210.7,86.8,63.6,83.7,75.3,-0.08,-1.218
336.9,CLIMB,210.7,86.8,63.7,83.7,75.5,-0.3,-1.218
337.9,CLIMB,211.1,86.9,63.7,83.7,75.6,-0.15,-1.218
339.2,CLIMB,212.0,86.9,63.8,83.6,75.7,-0.23,-1.218
340.2,CLIMB,212.0,86.8,63.8,83.7,75.9,-0.13,-1.218
341.5,CLIMB,212.0,86.9,63.8,83.7,75.9,-0.2,-1.218
